context_length,depth,total_token,top_k,config_label,mode,model,eagle_model,prompt,num_tokens,num_steps,wall_ms,tok_per_sec,mean_accepted_per_step,acceptance_rate,mean_verify_ms,verify_fraction
2048,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,259,67,7850.733333333334,33.0,3.866,0.0113,58.111,0.4959
2048,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,67,7789.966666666667,33.03333333333333,3.836,0.0112,57.263,0.49246666666666666
2048,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,92,25,3143.066666666667,29.266666666666666,3.68,0.0107,57.834,0.45999999999999996
2048,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",257,64,7446.400000000001,34.53333333333333,4.016,0.0117,57.612,0.49513333333333337
2048,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,259,60,7034.900000000001,36.86666666666667,4.317,0.0126,57.928333333333335,0.49406666666666665
2048,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,259,67,8791.333333333334,29.46666666666667,3.866,0.0113,72.954,0.556
2048,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,67,8803.133333333333,29.2,3.836,0.0112,72.933,0.5551
2048,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,92,25,3476.2999999999997,26.46666666666667,3.68,0.0107,72.05833333333334,0.5182333333333333
2048,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",257,64,8546.166666666666,30.066666666666666,4.016,0.0117,73.40966666666667,0.5497333333333333
2048,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,259,60,7876.966666666667,32.86666666666667,4.317,0.0126,72.90166666666666,0.5553
4096,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,183,21604.13333333333,11.9,1.404,0.0041,59.23499999999999,0.5017
4096,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,174,20777.066666666666,12.366666666666667,1.477,0.0043,59.24166666666667,0.4961
4096,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,92,63,8056.566666666666,11.433333333333332,1.46,0.0043,59.405,0.46449999999999997
4096,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",259,161,18907.233333333334,13.733333333333334,1.609,0.0047,58.69,0.4996666666666667
4096,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,168,20010.033333333336,12.9,1.5360000000000003,0.0045,59.538000000000004,0.4998
4096,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,183,28262.2,9.1,1.404,0.0041,96.30733333333335,0.6235666666666666
4096,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,175,27453.8,9.366666666666665,1.469,0.0043,97.40266666666666,0.6208666666666667
4096,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,86,60,9786.9,8.766666666666666,1.433,0.0042,94.64699999999999,0.5802666666666666
4096,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",259,161,24931.333333333332,10.4,1.609,0.0047,96.07000000000001,0.6204000000000001
4096,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,168,25942.100000000002,9.966666666666667,1.5360000000000003,0.0045,95.64233333333334,0.6194333333333334
6144,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,200,25306.066666666666,10.133333333333333,1.285,0.0037,64.56533333333333,0.5102
6144,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,196,25234.566666666666,10.200000000000001,1.311,0.0038,64.67866666666667,0.5023
6144,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,72,61,8935.633333333333,8.066666666666668,1.18,0.0034,64.23933333333333,0.43849999999999995
6144,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",258,196,24763.13333333333,10.433333333333334,1.316,0.0038,64.59133333333334,0.5111666666666667
6144,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,257,189,23811.033333333336,10.799999999999999,1.36,0.004,64.62366666666667,0.5128666666666667
6144,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,200,36822.06666666667,7.0,1.285,0.0037,122.334,0.6644
6144,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,196,36671.46666666667,7.033333333333334,1.311,0.0038,123.27133333333332,0.6588333333333334
6144,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,72,61,12434.666666666666,5.8,1.18,0.0034,121.20833333333333,0.5946333333333333
6144,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",257,193,35607.333333333336,7.266666666666667,1.332,0.0038999999999999994,121.44466666666666,0.6582666666666667
6144,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,190,34706.56666666667,7.433333333333334,1.3579999999999999,0.004,120.883,0.6617333333333333
8192,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,214,29822.13333333333,8.633333333333333,1.201,0.0035,71.75466666666667,0.5148
8192,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,208,29698.63333333333,8.666666666666666,1.236,0.0036000000000000003,71.806,0.5028
8192,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,83,65,11102.933333333334,7.5,1.277,0.0037,71.51333333333334,0.4186
8192,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",257,189,26692.733333333334,9.666666666666666,1.36,0.004,71.848,0.5086333333333334
8192,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,257,194,26984.533333333336,9.566666666666668,1.325,0.0038999999999999994,71.74933333333333,0.5156999999999999
8192,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,214,47291.93333333333,5.433333333333334,1.201,0.0035,153.26933333333332,0.6935666666666668
8192,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,208,46633.06666666667,5.5,1.236,0.0036000000000000003,152.93633333333335,0.6821333333333334
8192,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,83,65,16395.100000000002,5.1000000000000005,1.277,0.0037,152.28333333333333,0.6037666666666667
8192,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",257,189,42253.86666666667,6.1000000000000005,1.36,0.004,153.73933333333335,0.6876666666666668
8192,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,257,195,43168.066666666666,5.966666666666666,1.318,0.0038,153.04833333333332,0.6913666666666667
10240,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,258,231,34929.03333333333,7.366666666666667,1.117,0.0032999999999999995,78.59233333333333,0.5196999999999999
10240,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,217,34093.96666666667,7.533333333333334,1.184,0.0035,78.77666666666666,0.5013
10240,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,83,66,12884.166666666666,6.433333333333334,1.258,0.0037,78.573,0.4024666666666667
10240,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",257,210,32218.666666666668,7.966666666666666,1.224,0.0036000000000000003,78.85866666666668,0.5139
10240,20,343,20,b=20 d=20 tt=343,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,257,215,32460.333333333332,7.933333333333334,1.195,0.0035,78.88933333333334,0.5224666666666667
10240,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,258,231,57361.700000000004,4.5,1.117,0.0032999999999999995,176.11233333333334,0.7091666666666666
10240,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,217,55226.833333333336,4.666666666666667,1.184,0.0035,176.477,0.6933666666666666
10240,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,83,66,19395.100000000002,4.3,1.258,0.0037,176.97766666666666,0.6022333333333333
10240,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",257,209,52343.76666666666,4.8999999999999995,1.23,0.0036000000000000003,175.98333333333335,0.7026333333333333
10240,20,343,20,b=20 d=20 tt=343,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,257,215,53198.833333333336,4.833333333333333,1.195,0.0035,175.31033333333335,0.7084666666666667

context_length,depth,total_token,top_k,label,vanilla_tok_s,vanilla_acc,vanilla_verify,ragged_tok_s,ragged_acc,ragged_verify,e2e_speedup
2048,20,343,20,b=20 d=20 tt=343,29.633333333333336,3.943,0.5468666666666667,33.333333333333336,3.943,0.4875,1.1247333333333334
4096,20,343,20,b=20 d=20 tt=343,9.533333333333333,1.49,0.6129,12.466666666666667,1.497,0.4923333333333333,1.3074000000000001
6144,20,343,20,b=20 d=20 tt=343,6.866666666666667,1.293,0.6476000000000001,9.933333333333334,1.291,0.4949666666666667,1.4465666666666668
8192,20,343,20,b=20 d=20 tt=343,5.6000000000000005,1.278,0.6717333333333334,8.799999999999999,1.28,0.49210000000000004,1.5714666666666668
10240,20,343,20,b=20 d=20 tt=343,4.633333333333333,1.197,0.6831666666666667,7.466666666666666,1.196,0.49196666666666666,1.6114
