config_label,mode,model,eagle_model,prompt,context_length_mean,context_length_std,context_length_cv_pct,depth_mean,depth_std,depth_cv_pct,total_token_mean,total_token_std,total_token_cv_pct,top_k_mean,top_k_std,top_k_cv_pct,num_tokens_mean,num_tokens_std,num_tokens_cv_pct,num_steps_mean,num_steps_std,num_steps_cv_pct,wall_ms_mean,wall_ms_std,wall_ms_cv_pct,tok_per_sec_mean,tok_per_sec_std,tok_per_sec_cv_pct,mean_accepted_per_step_mean,mean_accepted_per_step_std,mean_accepted_per_step_cv_pct,acceptance_rate_mean,acceptance_rate_std,acceptance_rate_cv_pct,mean_verify_ms_mean,mean_verify_ms_std,mean_verify_ms_cv_pct,verify_fraction_mean,verify_fraction_std,verify_fraction_cv_pct,n_runs
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,267,0,0.00,57,0,0.00,7535.93,1.7673,0.02,35.4,0,0.00,4.684,0,0.00,0.0381,0,0.00,62.635,0.0180278,0.03,0.473733,5.7735e-05,0.01,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,80,0,0.00,17,0,0.00,2309.97,0.416333,0.02,34.6,0,0.00,4.706,0,0.00,0.0383,0,0.00,61.838,0.0121244,0.02,0.4551,0,0.00,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,258,0,0.00,57,0,0.00,7521.33,2.07445,0.03,34.3,0,0.00,4.526,0,0.00,0.0368,0,0.00,62.4857,0.0248261,0.04,0.473533,5.7735e-05,0.01,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,259,0,0.00,41,0,0.00,5440.37,2.77909,0.05,47.6,0,0.00,6.317,0,0.00,0.0514,0,0.00,62.3947,0.0371663,0.06,0.470233,5.7735e-05,0.01,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,265,0,0.00,45,0,0.00,5963.27,2.19393,0.04,44.4333,0.057735,0.13,5.889,0,0.00,0.0479,0,0.00,62.474,0.0304467,0.05,0.471433,5.7735e-05,0.01,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,263,0,0.00,67,0,0.00,8817.9,2.00749,0.02,29.8,0,0.00,3.925,5.43896e-16,0.00,0.0319,0,0.00,62.4643,0.0198578,0.03,0.474633,5.7735e-05,0.01,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,258,0,0.00,60,0,0.00,7932.4,3.14802,0.04,32.5,0,0.00,4.3,0,0.00,0.035,0,0.00,62.643,0.0338674,0.05,0.473833,5.7735e-05,0.01,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,can you write a script for youtube video related to hypnosis,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,265,0,0.00,44,0,0.00,5840.73,2.80238,0.05,45.3667,0.057735,0.13,6.023,0,0.00,0.049,8.49837e-18,0.00,62.563,0.0391535,0.06,0.4713,0.0001,0.02,3
b=16 d=6 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,156,0,0.00,24,0,0.00,1968.1,0.8,0.04,79.2667,0.057735,0.07,6.5,0,0.00,0.0793,0,0.00,58.745,0.0338674,0.06,0.716333,0.000152753,0.02,3
b=16 d=6 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,258,0,0.00,43,0,0.00,3484.27,1.83394,0.05,74.0333,0.057735,0.08,6,0,0.00,0.0732,0,0.00,59.0687,0.0234379,0.04,0.729,0.0001,0.01,3
b=16 d=6 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,264,0,0.00,58,0,0.00,4690.33,1.92959,0.04,56.3,8.70234e-15,0.00,4.552,0,0.00,0.0555,0,0.00,59.2833,0.0218251,0.04,0.733067,5.7735e-05,0.01,3
b=16 d=6 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,80,0,0.00,17,0,0.00,1409.07,1.00167,0.07,56.7667,0.057735,0.10,4.706,0,0.00,0.0574,0,0.00,58.3673,0.0080829,0.01,0.7042,0.000458258,0.07,3
b=16 d=6 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,258,0,0.00,56,0,0.00,4519.77,2.8746,0.06,57.0667,0.057735,0.10,4.607,0,0.00,0.0562,0,0.00,59.173,0.0310966,0.05,0.733167,5.7735e-05,0.01,3
b=16 d=6 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,257,0,0.00,44,0,0.00,3560.13,1.2897,0.04,72.2,0,0.00,5.841,0,0.00,0.0712,0,0.00,59.0017,0.0185831,0.03,0.729233,5.7735e-05,0.01,3
b=16 d=6 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,264,0,0.00,46,0,0.00,3720,1.50997,0.04,70.9667,0.057735,0.08,5.739,0,0.00,0.07,0,0.00,59.025,0.0205183,0.03,0.729867,5.7735e-05,0.01,3
b=16 d=6 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,262,0,0.00,66,0,0.00,5315.9,2.17945,0.04,49.3,8.70234e-15,0.00,3.97,0,0.00,0.0484,0,0.00,59.1637,0.0275923,0.05,0.734533,0.00011547,0.02,3
b=16 d=6 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,257,0,0.00,58,0,0.00,4702.8,0.7,0.01,54.6333,0.057735,0.11,4.431,0,0.00,0.054,0,0.00,59.433,0.0111355,0.02,0.732967,0.00011547,0.02,3
b=16 d=6 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,can you write a script for youtube video related to hypnosis,0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,262,0,0.00,46,0,0.00,3729.9,0.87178,0.02,70.2333,0.057735,0.08,5.696,1.08779e-15,0.00,0.0695,0,0.00,59.2117,0.0080829,0.01,0.730233,5.7735e-05,0.01,3
b=16 d=6 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,156,0,0.00,24,0,0.00,2704.6,0.9,0.03,57.7,8.70234e-15,0.00,6.5,0,0.00,0.0793,0,0.00,89.3567,0.0231157,0.03,0.792933,5.7735e-05,0.01,3
b=16 d=6 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,259,0,0.00,45,0,0.00,3646.1,1.0583,0.03,71.0333,0.057735,0.08,5.756,0,0.00,0.0702,0,0.00,59.0557,0.0234592,0.04,0.7289,0.0001,0.01,3
b=16 d=6 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,264,0,0.00,58,0,0.00,4692.6,0.7,0.01,56.3,8.70234e-15,0.00,4.552,0,0.00,0.0555,0,0.00,59.2743,0.00763763,0.01,0.7326,0.0001,0.01,3
b=16 d=6 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,80,0,0.00,17,0,0.00,1409.5,0.264575,0.02,56.7667,0.057735,0.10,4.706,0,0.00,0.0574,0,0.00,58.336,0.00556776,0.01,0.703567,0.000152753,0.02,3
b=16 d=6 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,258,0,0.00,56,0,0.00,4521.27,0.208167,0.00,57.1,0,0.00,4.607,0,0.00,0.0562,0,0.00,59.1183,0.0105987,0.02,0.732233,0.00011547,0.02,3
b=16 d=6 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,259,0,0.00,45,0,0.00,3640.13,1.10151,0.03,71.1667,0.057735,0.08,5.756,0,0.00,0.0702,0,0.00,58.9343,0.00702377,0.01,0.728567,0.000321455,0.04,3
b=16 d=6 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,264,0,0.00,46,0,0.00,3724.1,5.37029,0.14,70.9,0.1,0.14,5.739,0,0.00,0.07,0,0.00,59.003,0.0555068,0.09,0.7288,0.00034641,0.05,3
b=16 d=6 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,259,0,0.00,63,0,0.00,5073.83,1.93993,0.04,51.0333,0.057735,0.11,4.111,0,0.00,0.0501,0,0.00,59.0433,0.0161658,0.03,0.7331,0.0001,0.01,3
b=16 d=6 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,257,0,0.00,58,0,0.00,4704.27,1.97315,0.04,54.6333,0.057735,0.11,4.431,0,0.00,0.054,0,0.00,59.388,0.0168226,0.03,0.7322,0.0001,0.01,3
b=16 d=6 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,can you write a script for youtube video related to hypnosis,0,0,0.00,6,0,0.00,82,0,0.00,16,0,0.00,258,0,0.00,45,0,0.00,3648.57,1.96299,0.05,70.7333,0.057735,0.08,5.733,0,0.00,0.0699,0,0.00,59.1083,0.0249466,0.04,0.729,0.0001,0.01,3
b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,156,0,0.00,19,0,0.00,2547.33,1.89297,0.07,61.2667,0.057735,0.09,8.211,0,0.00,0.0375,0,0.00,78.9487,0.0835125,0.11,0.5889,0.0002,0.03,3
b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,260,0,0.00,39,0,0.00,5153.63,3.30807,0.06,50.4667,0.057735,0.11,6.667,1.08779e-15,0.00,0.0304,0,0.00,79.5813,0.0681934,0.09,0.602233,0.000152753,0.03,3
b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,267,0,0.00,55,0,0.00,7259.83,11.097,0.15,36.7667,0.057735,0.16,4.855,0,0.00,0.0222,0,0.00,80.0223,0.083865,0.10,0.606233,0.000305505,0.05,3
b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,80,0,0.00,14,0,0.00,1897.23,6.03849,0.32,42.1333,0.11547,0.27,5.714,1.08779e-15,0.00,0.0261,0,0.00,78.442,0.167771,0.21,0.578833,0.000550757,0.10,3
b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,258,0,0.00,55,0,0.00,7237.17,17.9581,0.25,35.6333,0.11547,0.32,4.691,0,0.00,0.0214,0,0.00,79.6993,0.0906661,0.11,0.6057,0.000781025,0.13,3
b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,260,0,0.00,38,0,0.00,5018.8,4,0.08,51.8,8.70234e-15,0.00,6.842,0,0.00,0.0312,4.24919e-18,0.00,79.448,0.0914112,0.12,0.601533,0.000208167,0.03,3
b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,257,0,0.00,38,0,0.00,5002,14.3792,0.29,51.4,0.173205,0.34,6.763,1.08779e-15,0.00,0.0309,0,0.00,79.106,0.33032,0.42,0.600967,0.000757188,0.13,3
b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,263,0,0.00,62,0,0.00,8133.77,5.0797,0.06,32.3333,0.057735,0.18,4.242,0,0.00,0.0194,0,0.00,79.6573,0.0727622,0.09,0.6072,0.000173205,0.03,3
b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,258,0,0.00,49,0,0.00,6482.3,3.34215,0.05,39.8,0,0.00,5.265,0,0.00,0.024,4.24919e-18,0.00,80.051,0.0554346,0.07,0.605133,0.000152753,0.03,3
b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,can you write a script for youtube video related to hypnosis,0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,265,0,0.00,41,0,0.00,5413.07,11.3984,0.21,48.9667,0.11547,0.24,6.463,0,0.00,0.0295,0,0.00,79.5633,0.231759,0.29,0.602633,0.000503322,0.08,3
b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,156,0,0.00,19,0,0.00,3260.27,2.34592,0.07,47.8667,0.057735,0.12,8.211,0,0.00,0.0375,0,0.00,116.228,0.0772161,0.07,0.677333,0.000152753,0.02,3
b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,260,0,0.00,39,0,0.00,5066.43,17.084,0.34,51.3,0.173205,0.34,6.667,1.08779e-15,0.00,0.0304,0,0.00,77.2083,0.34357,0.44,0.594333,0.000680686,0.11,3
b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,267,0,0.00,55,0,0.00,7115.83,21.1453,0.30,37.5333,0.11547,0.31,4.855,0,0.00,0.0222,0,0.00,77.376,0.303402,0.39,0.598067,0.000568624,0.10,3
b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,80,0,0.00,14,0,0.00,1874.03,4.64579,0.25,42.6667,0.11547,0.27,5.714,1.08779e-15,0.00,0.0261,0,0.00,76.8017,0.277525,0.36,0.573733,0.000635085,0.11,3
b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,258,0,0.00,55,0,0.00,7113.1,20.6158,0.29,36.2667,0.11547,0.32,4.691,0,0.00,0.0214,0,0.00,77.4033,0.279495,0.36,0.5985,0.00043589,0.07,3
b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,260,0,0.00,39,0,0.00,5089.83,14.1567,0.28,51.1,0.173205,0.34,6.667,1.08779e-15,0.00,0.0304,0,0.00,77.632,0.114503,0.15,0.594833,0.000723418,0.12,3
b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,257,0,0.00,38,0,0.00,4945.6,16.1975,0.33,51.9667,0.208167,0.40,6.763,1.08779e-15,0.00,0.0309,0,0.00,77.3427,0.280236,0.36,0.594267,0.000378594,0.06,3
b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,263,0,0.00,62,0,0.00,8017,1.0583,0.01,32.8,0,0.00,4.242,0,0.00,0.0194,0,0.00,77.5467,0.00702377,0.01,0.5997,0.0001,0.02,3
b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,258,0,0.00,49,0,0.00,6376.83,1.861,0.03,40.4667,0.057735,0.14,5.265,0,0.00,0.024,4.24919e-18,0.00,77.721,0.0236432,0.03,0.5972,0,0.00,3
b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,can you write a script for youtube video related to hypnosis,0,0,0.00,16,0,0.00,219,0,0.00,16,0,0.00,265,0,0.00,41,0,0.00,5329.57,11.4788,0.22,49.7333,0.11547,0.23,6.463,0,0.00,0.0295,0,0.00,77.3427,0.243048,0.31,0.595,0.000608276,0.10,3
b=16 d=24 tt=329,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,24,0,0.00,329,0,0.00,16,0,0.00,156,0,0.00,18,0,0.00,3490.13,3.09246,0.09,44.7,8.70234e-15,0.00,8.667,0,0.00,0.0263,0,0.00,114.02,0.169544,0.15,0.588033,0.000351188,0.06,3
b=16 d=24 tt=329,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,24,0,0.00,329,0,0.00,16,0,0.00,260,0,0.00,38,0,0.00,7019.5,23.759,0.34,37.0333,0.11547,0.31,6.842,0,0.00,0.0208,0,0.00,108.277,0.56949,0.53,0.586133,0.00109697,0.19,3
b=16 d=24 tt=329,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,24,0,0.00,329,0,0.00,16,0,0.00,267,0,0.00,55,0,0.00,10062.7,40.6314,0.40,26.5,0.1,0.38,4.855,0,0.00,0.0148,0,0.00,107.244,0.543545,0.51,0.586167,0.00085049,0.15,3
b=16 d=24 tt=329,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,24,0,0.00,329,0,0.00,16,0,0.00,80,0,0.00,14,0,0.00,2609.83,3.04357,0.12,30.6667,0.057735,0.19,5.714,1.08779e-15,0.00,0.0174,0,0.00,104.759,0.206374,0.20,0.561967,0.000472582,0.08,3
b=16 d=24 tt=329,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,24,0,0.00,329,0,0.00,16,0,0.00,258,0,0.00,55,0,0.00,10044.2,5.02693,0.05,25.7,0,0.00,4.691,0,0.00,0.0143,0,0.00,107.042,0.0545252,0.05,0.586167,0.00061101,0.10,3
b=16 d=24 tt=329,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,24,0,0.00,329,0,0.00,16,0,0.00,257,0,0.00,38,0,0.00,7159.87,8.22456,0.11,35.9,0,0.00,6.763,1.08779e-15,0.00,0.0206,0,0.00,112.044,0.18599,0.17,0.594667,0.000321455,0.05,3
